cod_postal,poblacion,provinciaid,provincia
40000,Segovia ver Callejero,40,Segovia
40300,Sepulveda,40,Segovia
40467,Tolocirio,40,Segovia
40313,Torreadrada,40,Segovia
40211,Torregutierrez,40,Segovia
40370,Turegano,40,Segovia
40553,Valdevarnes,40,Segovia
40213,Vallelado,40,Segovia
40109,Valsain,40,Segovia
40390,Valseca,40,Segovia
40140,Valverde Del Majano,40,Segovia
40395,Veganzones,40,Segovia
40150,Villacastin,40,Segovia
40219,Villaverde De Iscar,40,Segovia
40493,Yanguas De Eresma,40,Segovia
40152,Zarzuela Del Monte,40,Segovia
40293,Zarzuela Del Pinar,40,Segovia
41500,Acebuchal El alcala De Guadaira,41,Sevilla
41440,Acebuchal El lora Del Rio,41,Sevilla
41728,Adriano,41,Sevilla
41550,Aguadulce,41,Sevilla
41560,Alamedilla,41,Sevilla
41898,Alamo El el MadroNo,41,Sevilla
41380,Alanis,41,Sevilla
41809,Albaida Del Aljarafe,41,Sevilla
41200,Alcala Del Rio,41,Sevilla
41449,Alcolea Del Rio,41,Sevilla
41899,Alcornocosa La,41,Sevilla
41980,Algaba La,41,Sevilla
41661,Algamitas,41,Sevilla
41889,Alisar El,41,Sevilla
41240,Almaden De La Plata,41,Sevilla
41111,Almensilla,41,Sevilla
41600,Arahal,41,Sevilla
41989,Aral El,41,Sevilla
41849,Aznalcazar,41,Sevilla
41870,Aznalcollar,41,Sevilla
41570,Badolatosa,41,Sevilla
41805,Benacazon,41,Sevilla
41510,Bencarron,41,Sevilla
41710,Bencarron utrera,41,Sevilla
41110,Bollullos De La Mitacion,41,Sevilla
41930,Bormujos,41,Sevilla
41310,Brenes,41,Sevilla
41220,Burguillos,41,Sevilla
41730,Cabezas De San Juan Las,41,Sevilla
41610,Calvario El,41,Sevilla
41900,Camas,41,Sevilla
41429,Campana La,41,Sevilla
41430,Campillo El la Luisiana,41,Sevilla
41320,Cantillana,41,Sevilla
41439,CaNada Rosal,41,Sevilla
41360,CaNadas Del Romero,41,Sevilla
41910,Carambolo El,41,Sevilla
41359,Carbonal,41,Sevilla
41100,Carchena,41,Sevilla
41410,Carmona,41,Sevilla
41820,Carrion De Los Cespedes,41,Sevilla
41580,Casariche,41,Sevilla
41230,Castilblanco De Los Arroyos,41,Sevilla
41908,Castilleja De Guzman,41,Sevilla
41950,Castilleja De La Cuesta,41,Sevilla
41810,Castilleja Del Campo,41,Sevilla
41890,Castillo De Las Guardas El,41,Sevilla
41370,Cazalla De La Sierra,41,Sevilla
41389,Cerro Del Hierro,41,Sevilla
41409,Cerro Perea,41,Sevilla
41450,Constantina,41,Sevilla
41599,Corcoya,41,Sevilla
41780,Coripe,41,Sevilla
41760,Coronil El,41,Sevilla
41657,Corrales Los,41,Sevilla
41749,Cuervo El,41,Sevilla
41000,Dos Hermanas ver Callejero,41,Sevilla
41400,Ecija,41,Sevilla
41807,Espartinas,41,Sevilla
41209,Esquivel,41,Sevilla
41703,Fuente Del Rey,41,Sevilla
41420,Fuentes De Andalucia,41,Sevilla
41888,Garrobo El,41,Sevilla
41120,Gelves,41,Sevilla
41860,Gerena,41,Sevilla
41565,Gilena,41,Sevilla
41960,Gines,41,Sevilla
41339,Guadajoz,41,Sevilla
41390,Guadalcanal,41,Sevilla
41719,Guadalema De Los Quintero,41,Sevilla
41210,Guillena,41,Sevilla
41567,Herrera,41,Sevilla
41880,Hoyuelo El,41,Sevilla
41830,Huevar De Aljarafe,41,Sevilla
41140,Isla Mayor,41,Sevilla
41563,Isla Redonda La AceNuela,41,Sevilla
41309,Jarilla La,41,Sevilla
41630,Lantejuela La,41,Sevilla
41740,Lebrija,41,Sevilla
41564,Lora De Estepa,41,Sevilla
41897,MadroNo El,41,Sevilla
41927,Mairena Del Aljarafe,41,Sevilla
41620,Marchena,41,Sevilla
41727,MaribaNez,41,Sevilla
41569,Marinaleda,41,Sevilla
41731,Marismillas,41,Sevilla
41658,Martin De La Jara,41,Sevilla
41659,Mezquitilla La,41,Sevilla
41750,Molares Los,41,Sevilla
41770,Montellano,41,Sevilla
41089,Montequinto ver Callejero De Dos Hermanas,41,Sevilla
41530,Moron De La Frontera,41,Sevilla
41460,Navas De Las Concepcion Las,41,Sevilla
41804,Olivares,41,Sevilla
41640,Osuna,41,Sevilla
41219,Pajanosas Las,41,Sevilla
41720,Palacios Y Villafranca Los,41,Sevilla
41928,Palomares Del Rio,41,Sevilla
41566,Pedrera,41,Sevilla
41470,PeNaflor,41,Sevilla
41840,Pilas,41,Sevilla
41150,Poblado De Alfonso Xiii,41,Sevilla
41130,Poblado De Colinas,41,Sevilla
41300,Poligono Industrial El Gordillo,41,Sevilla
41670,Pruna,41,Sevilla
41540,Puebla De Cazalla La,41,Sevilla
41479,Puebla De Los Infantes La,41,Sevilla
41250,Real De La Jara El,41,Sevilla
41590,Roda De Andalucia La,41,Sevilla
41330,Rosales Los,41,Sevilla
41568,Rubio El,41,Sevilla
41909,Salteras,41,Sevilla
41920,San Juan De Aznalfarache,41,Sevilla
41388,San Nicolas Del Puerto,41,Sevilla
41800,Sanlucar La Mayor,41,Sevilla
41970,Santiponce,41,Sevilla
41650,Saucejo El,41,Sevilla
41340,Tocina,41,Sevilla
41940,Tomares,41,Sevilla
41218,Torre De La Reina,41,Sevilla
41806,Umbrete,41,Sevilla
41907,Valencina De La Concepcion,41,Sevilla
41319,Viar El,41,Sevilla
41850,Villamanrique De La Condesa,41,Sevilla
41660,Villanueva De San Juan,41,Sevilla
41808,Villanueva Del Ariscal,41,Sevilla
41350,Villanueva Del Rio Y Minas,41,Sevilla
41318,Villaverde Del Rio,41,Sevilla
41520,Viso Del Alcor El,41,Sevilla
42368,Abanco,42,Soria
42146,Abejar,42,Soria
42127,Abion,42,Soria
42193,Abioncillo,42,Soria
42216,Adradas,42,Soria
42100,Agreda,42,Soria
42258,Aguaviva De La Vega,42,Soria
42259,Aguilar De Montuenga,42,Soria
42366,Aguilera,42,Soria
42126,Alameda La,42,Soria
42132,Albocabe,42,Soria
42351,Alcoba De La Torre,42,Soria
42134,Alconaba,42,Soria
42320,Alcozar,42,Soria
42213,Alcubilla De Las PeNas,42,Soria
42391,Alcubilla Del Marques,42,Soria
42345,Aldea De San Esteban,42,Soria
42180,Aldealices,42,Soria
42112,Aldealpozo,42,Soria
42107,Aldehuela De Agreda,42,Soria
42166,Aldehuela Del Rincon,42,Soria
42173,Aldehuelas Las,42,Soria
42225,Alentisque,42,Soria
42212,Almantiga,42,Soria
42191,Almarail,42,Soria
42169,Almarza,42,Soria
42200,Almazan,42,Soria
42130,Almenar,42,Soria
42218,Alparrache,42,Soria
42230,Ambrona,42,Soria
42108,ANavieja,42,Soria
42240,Arbujuelo,42,Soria
42250,Arcos De Jalon,42,Soria
42161,Arevalo De La Sierra,42,Soria
42141,Arganza,42,Soria
42172,Ausejo De La Sierra,42,Soria
42317,Aylagas,42,Soria
42162,Aylloncillo,42,Soria
42291,Barbolla La,42,Soria
42210,Barca,42,Soria
42318,Barcebal,42,Soria
42248,Beltejar,42,Soria
42360,Berlanga De Duero,42,Soria
42128,Bliecos,42,Soria
42329,Bocigas De Perales,42,Soria
42223,Borchicayada,42,Soria
42367,Bordecorex,42,Soria
42300,Burgo De Osma El,42,Soria
42190,Camaretas Las Urbanizacion,42,Soria
42290,CamparaNon,42,Soria
42153,Canredondo De La Sierra,42,Soria
42148,Cantalucia,42,Soria
42220,CaNamaque,42,Soria
42315,CaNicera,42,Soria
42311,Caracena,42,Soria
42138,Cardejon,42,Soria
42344,Carrascosa De Arriba,42,Soria
42294,Cascajosa,42,Soria
42328,Castillejo De Robledo,42,Soria
42113,Castilruiz,42,Soria
42342,Cenegro,42,Soria
42211,Centenera De Andaluz,42,Soria
42181,Cerbon,42,Soria
42222,Chercoles,42,Soria
42145,Cidones,42,Soria
42157,Covaleda,42,Soria
42167,Cubo De La Sierra,42,Soria
42192,Cuenca La,42,Soria
42158,Duruelo De La Sierra,42,Soria
42313,Enebral El,42,Soria
42142,Espeja De San Marcelino,42,Soria
42164,Espejo De Tera,42,Soria
42189,Espino El,42,Soria
42214,Fuentegelmes,42,Soria
42174,Fuentes De San Pedro Las,42,Soria
42365,Fuentetovar,42,Soria
42175,Fuesas Las,42,Soria
42120,Gomara,42,Soria
42341,Hoz De Abajo,42,Soria
42269,Iruecha,42,Soria
42257,Jubera,42,Soria
42159,Langosto,42,Soria
42156,Molinos De Duero,42,Soria
42165,Molinos De Razon,42,Soria
26127,Montenegro De Cameros,26,La Rioja
42340,Morcuera,42,Soria
42149,Navaleno,42,Soria
42110,Olvega,42,Soria
42310,Rasa La,42,Soria
42330,San Esteban De Gormaz,42,Soria
42140,San Leonardo De Yague,42,Soria
42260,Santa Maria De Huerta,42,Soria
42000,Soria ver Callejero,42,Soria
42150,Vinuesa,42,Soria
43429,Aguilo,43,Tarragona
43815,Aiguamurcia,43,Tarragona
43714,Aiguaviva,43,Tarragona
43364,Aixabiga L,43,Tarragona
43839,Alba L Camping,43,Tarragona
43360,Albarca,43,Tarragona
43716,Albinyana,43,Tarragona
43427,Albio,43,Tarragona
43479,Albiol L,43,Tarragona
43530,Alcanar,43,Tarragona
43460,Alcover,43,Tarragona
43896,Aldea L,43,Tarragona
43591,Aldover,43,Tarragona
43381,Aleixar L,43,Tarragona
43528,Alfara De Carles,43,Tarragona
43365,Alforja,43,Tarragona
43813,Alio,43,Tarragona
43393,Almoster,43,Tarragona
43893,Altafulla,43,Tarragona
43860,Ametlla De Mar L,43,Tarragona
43895,Ampolla L,43,Tarragona
43870,Amposta,43,Tarragona
43720,ArboC L,43,Tarragona
43312,Arbocet L,43,Tarragona
43762,Ardenya,43,Tarragona
43773,Argentera L,43,Tarragona
43765,Argilaga L,43,Tarragona
43597,Arnes,43,Tarragona
43791,Asco,43,Tarragona
43718,Atalaya Mediterranea Urbanitzacio,43,Tarragona
43879,Balada,43,Tarragona
43711,Banyeres Del Penedes,43,Tarragona
43422,Barbera De La Conca,43,Tarragona
43883,Barquera La,43,Tarragona
43880,Barri Maritim De Sant Salvador,43,Tarragona
43120,Basal,43,Tarragona
43786,Batea,43,Tarragona
43738,Bellmunt Del Priorat,43,Tarragona
43413,Belltall,43,Tarragona
43719,Bellvei,43,Tarragona
43512,Benifallet,43,Tarragona
43747,Benissanet,43,Tarragona
43372,Bisbal De Falset La,43,Tarragona
43717,Bisbal Del Penedes La,43,Tarragona
43510,Bitem,43,Tarragona
43428,Biure,43,Tarragona
43411,Blancafort,43,Tarragona
43884,Bonastre,43,Tarragona
43100,Bonavista,43,Tarragona
43350,Borges Del Camp Les,43,Tarragona
43785,Bot,43,Tarragona
43772,Botarell,43,Tarragona
43812,Brafim,43,Tarragona
43373,Cabaces,43,Tarragona
43811,Cabra Del Camp,43,Tarragona
43881,Cal Cego,43,Tarragona
43820,Calafell,43,Tarragona
43894,Camarles,43,Tarragona
43850,Cambrils,43,Tarragona
43897,Camp-redo,43,Tarragona
43110,Canonja La,43,Tarragona
43776,CapCanes,43,Tarragona
43517,Capuchinos Barranc,43,Tarragona
43713,Carronya Alta La,43,Tarragona
43787,Caseres,43,Tarragona
43569,Cases Dalcanar Les,43,Tarragona
43559,Castell El,43,Tarragona
43392,Castellvell Del Camp,43,Tarragona
43764,Catllar El,43,Tarragona
43560,Cenia La,43,Tarragona
43310,Colldejou,43,Tarragona
43784,Corbera Debre,43,Tarragona
43746,Darmos,43,Tarragona
43580,Deltebre,43,Tarragona
43816,Esblada,43,Tarragona
43379,Escaladei,43,Tarragona
43440,Espluga De Francoli L,43,Tarragona
43730,Falset,43,Tarragona
43459,Farena,43,Tarragona
43781,Fatarella La,43,Tarragona
43000,Ferran ver Callejero De Tarragona,43,Tarragona
43736,Figuera La,43,Tarragona
43750,Flix,43,Tarragona
43425,Fores,43,Tarragona
43558,Freginals,43,Tarragona
43515,Galera La,43,Tarragona
43780,Gandesa,43,Tarragona
43749,Garcia,43,Tarragona
43153,Garidells Els,43,Tarragona
43748,Ginestar,43,Tarragona
43516,Godall,43,Tarragona
43737,Gratallops,43,Tarragona
43410,Guardia Dels Prats La,43,Tarragona
43777,Guiamets Els,43,Tarragona
43154,Gunyoles Les,43,Tarragona
43529,Horta Baixa L,43,Tarragona
43596,Horta De Sant Joan,43,Tarragona
43890,Hospitalet De Linfant L,43,Tarragona
43390,Irles Les,43,Tarragona
43590,Jesus,43,Tarragona
43414,Lilla,43,Tarragona
43320,Llaberia,43,Tarragona
43712,LlorenC Del Penedes,43,Tarragona
43775,MarCa,43,Tarragona
43371,Margalef,43,Tarragona
43892,Marinada Camping,43,Tarragona
43514,Mas De Barberans,43,Tarragona
43891,Masboquera,43,Tarragona
43878,Masdenverge,43,Tarragona
43143,Maso La,43,Tarragona
43763,Masos De Vespella Els,43,Tarragona
43382,Maspujols,43,Tarragona
43150,Medol El Urbanitzacio,43,Tarragona
43400,Montblanc,43,Tarragona
43340,Montbrio Del Camp,43,Tarragona
43300,Mont-roig Del Camp,43,Tarragona
43740,Mora Debre,43,Tarragona
43770,Mora La Nova,43,Tarragona
43760,Morell El,43,Tarragona
43361,Morera De Montsant La,43,Tarragona
43887,Nulles,43,Tarragona
43151,Pallaresos Els,43,Tarragona
43370,Palma Debre La,43,Tarragona
43178,Papiola La,43,Tarragona
43206,Parcelas Plana,43,Tarragona
43593,Pauls,43,Tarragona
43710,Pedreres Les Urbanitzacio,43,Tarragona
43152,Perafort,43,Tarragona
43519,Perello El,43,Tarragona
43491,Picamoixons,43,Tarragona
43481,Pineda La,43,Tarragona
43594,Pinell De Brai El,43,Tarragona
43423,Pira,43,Tarragona
43810,Pla De Santa Maria El,43,Tarragona
43461,Plana Na,43,Tarragona
43817,Planeta La,43,Tarragona
43140,Pobla De Mafumet La,43,Tarragona
43783,Pobla De Massaluca La,43,Tarragona
43761,Pobla De Montornes La,43,Tarragona
43549,Poble Nou Del Delta El,43,Tarragona
43449,Poblet balneari,43,Tarragona
43448,Poblet monestir,43,Tarragona
43376,Poboleda,43,Tarragona
43739,Porrera,43,Tarragona
43774,Pradell De La Teixeta,43,Tarragona
43595,Prat De Comte,43,Tarragona
43155,Puigdelfi,43,Tarragona
43513,Rasquera,43,Tarragona
43840,Reco De Salou,43,Tarragona
43527,Reguers Els,43,Tarragona
43886,Renau,43,Tarragona
43450,Riba La,43,Tarragona
43790,Riba-roja Debre,43,Tarragona
43771,Riudecanyes,43,Tarragona
43330,Riudoms,43,Tarragona
43426,Rocafort De Queralt,43,Tarragona
43415,Rojals,43,Tarragona
43520,Roquetes,43,Tarragona
43142,Rourell El,43,Tarragona
43715,Sabartes Edificio,43,Tarragona
43548,Salines De La Trinitat Les,43,Tarragona
43885,Salomo,43,Tarragona
43540,Sant Carles De La Rapita,43,Tarragona
43877,Sant Jaume Denveja,43,Tarragona
43130,Sant Salvador Urbanitzacio,43,Tarragona
43570,Santa Barbara,43,Tarragona
43420,Santa Coloma De Queralt,43,Tarragona
43321,Santa Marina Urbanitzacio,43,Tarragona
43424,Sarral,43,Tarragona
43882,Segur De Calafell,43,Tarragona
43470,Selva Del Camp La,43,Tarragona
43500,Simpatica Carretera,43,Tarragona
43362,Siurana,43,Tarragona
43412,Solivella,43,Tarragona
43511,Tivenys,43,Tarragona
43792,Torre De Lespanyol La,43,Tarragona
43830,Torredembarra,43,Tarragona
43550,Ulldecona,43,Tarragona
43363,Ulldemolins,43,Tarragona
43439,Vallclara,43,Tarragona
43144,Vallmoll,43,Tarragona
43800,Valls,43,Tarragona
43700,Vendrell El,43,Tarragona
43782,Vilalba Dels Arcs,43,Tarragona
43141,Vilallonga Del Camp,43,Tarragona
43311,Vilanova Descornalbou,43,Tarragona
43380,Vilaplana,43,Tarragona
43814,Vila-rodona,43,Tarragona
43480,Vila-seca,43,Tarragona
43490,Vilaverd,43,Tarragona
43375,Vilella Alta La,43,Tarragona
43374,Vilella Baixa La,43,Tarragona
43430,Vimbodi,43,Tarragona
43391,Vinyols I Els Arcs,43,Tarragona
43592,Xerta,43,Tarragona
44155,Ababuj,44,Teruel
44422,Abejuela,44,Teruel
44565,Abenfigo,44,Teruel
44382,Aguaton,44,Teruel
44566,Aguaviva,44,Teruel
44156,Aguilar Del Alfambra,44,Teruel
44549,Alacon,44,Teruel
44395,Alba,44,Teruel
44540,Albalate Del Arzobispo,44,Teruel
44100,Albarracin,44,Teruel
44477,Albentosa,44,Teruel
44792,Alcaine,44,Teruel
44432,Alcala De La Selva,44,Teruel
44600,AlcaNiz,44,Teruel
44550,Alcorisa,44,Teruel
44192,Aldehuela,44,Teruel
44160,Alfambra,44,Teruel
44423,Alhambras Las,44,Teruel
44150,Aliaga,44,Teruel
44145,Allepuz,44,Teruel
44509,Alloza,44,Teruel
44492,Allueva,44,Teruel
44369,Almohaja,44,Teruel
44134,Alobras,44,Teruel
44721,AlpeNes,44,Teruel
44212,Anadon,44,Teruel
44500,Andorra,44,Teruel
44421,Arcos De Las Salinas,44,Teruel
44622,Arens De Lledo,44,Teruel
44165,Argente,44,Teruel
44547,AriNo,44,Teruel
44742,Armillas,44,Teruel
44123,Arroyofrio,44,Teruel
44590,Azaila,44,Teruel
44491,Badenas,44,Teruel
44320,Baguena,44,Teruel
44357,BaNon,44,Teruel
44220,Barrachina,44,Teruel
44588,Beceite,44,Teruel
44232,Bello,44,Teruel
44642,Belmonte De San Jose,44,Teruel
44556,Berge,44,Teruel
44121,Bezas,44,Teruel
44314,Blancas,44,Teruel
44790,Blesa,44,Teruel
44563,Bordon,44,Teruel
44367,Bronchales,44,Teruel
44394,BueNa,44,Teruel
44330,Burbaguena,44,Teruel
44409,Cabra De Mora,44,Teruel
44610,Calaceite,44,Teruel
44200,Calamocha,44,Teruel
44570,Calanda,44,Teruel
44126,Calomarde,44,Teruel
44167,CamaNas,44,Teruel
44459,Camarena De La Sierra,44,Teruel
44350,Caminreal,44,Teruel
44158,Campos,44,Teruel
44140,Cantavieja,44,Teruel
44559,CaNada De Benatanduz,44,Teruel
44643,CaNada De Verich La,44,Teruel
44168,CaNada Vellida,44,Teruel
44707,CaNizar Del Olivar,44,Teruel
44191,Cascante Del Rio,44,Teruel
44231,Castejon De Tornos,44,Teruel
44706,Castel De Cabra,44,Teruel
44560,Castellote,44,Teruel
44592,Castelnou,44,Teruel
44630,Castelseras,44,Teruel
44412,Castelvispal,44,Teruel
44396,Caude,44,Teruel
44147,Cedrillas,44,Teruel
44194,Celadas,44,Teruel
44370,Cella,44,Teruel
44651,Cerollera La,44,Teruel
44720,Cervera Del Rincon,44,Teruel
44157,Cobatillas,44,Teruel
44640,CodoNera La,44,Teruel
44211,Collados,44,Teruel
44397,Concud,44,Teruel
44193,Corbalan,44,Teruel
44791,Cortes De Aragon,44,Teruel
44358,Cosa,44,Teruel
44623,Cretas,44,Teruel
44557,Crivillen,44,Teruel
44141,Cuba La,44,Teruel
44495,Cuencabuena,44,Teruel
44169,Cuevas De Almuden,44,Teruel
44562,Cuevas De CaNart,44,Teruel
44730,Cuevas De Portalrubio,44,Teruel
44162,Cuevas Labradas,44,Teruel
44210,Cutanda,44,Teruel
44424,Escaleruela La,44,Teruel
44161,Escorihuela,44,Teruel
44770,Escucha,44,Teruel
44558,Estercuel,44,Teruel
44490,Ferreruela De Huerva,44,Teruel
44440,Formiche Alto,44,Teruel
44441,Formiche Bajo,44,Teruel
44650,Fornoles,44,Teruel
44143,Fortanete,44,Teruel
44579,Foz Calanda,44,Teruel
44596,Fresneda La,44,Teruel
44741,Fuenferrada,44,Teruel
44711,Fuentes Calientes,44,Teruel
44340,Fuentes Claras,44,Teruel
44415,Fuentes De Rubielos,44,Teruel
44587,Fuentespalda,44,Teruel
44110,Gea De Albarracin,44,Teruel
44221,Godos,44,Teruel
44114,Griegos,44,Teruel
44115,Guadalaviar,44,Teruel
44433,Gudar,44,Teruel
44530,Hijar,44,Teruel
44213,Huesa Del Comun,44,Teruel
44142,Iglesuela Del Cid La,44,Teruel
44122,Jabaloyas,44,Teruel
44132,Libros,44,Teruel
44164,Lidon,44,Teruel
44624,Lledo,44,Teruel
44493,Loscos,44,Teruel
44391,Luco De Jiloca,44,Teruel
44420,Manzanera,44,Teruel
44750,Martin Del Rio,44,Teruel
44564,Mas De Las Matas,44,Teruel
44621,Mazaleon,44,Teruel
44159,Miravete De La Sierra,44,Teruel
44300,Monreal Del Campo,44,Teruel
44652,Monroyo,44,Teruel
44700,Montalban,44,Teruel
44146,Monteagudo Del Castillo,44,Teruel
44368,Monterde De Albarracin,44,Teruel
44400,Mora De Rubielos,44,Teruel
44124,Moscardon,44,Teruel
44410,Mosqueruela,44,Teruel
44780,Muniesa,44,Teruel
44496,Navarrete Del Rio,44,Teruel
44113,Noguera De Albarracin,44,Teruel
44497,Nogueras,44,Teruel
44414,Nogueruelas,44,Teruel
44233,Odon,44,Teruel
44313,Ojos Negros,44,Teruel
44479,Olba,44,Teruel
44548,Oliete,44,Teruel
44366,Orihuela Del Tremedal,44,Teruel
44708,Palomar De Arroyos,44,Teruel
44769,Parras De Martin Las,44,Teruel
44586,PeNarroya De Tastavins,44,Teruel
44709,PeNarroyas,44,Teruel
44163,Perales Del Alfambra,44,Teruel
44478,Pertegaces Los,44,Teruel
44555,Pitarque,44,Teruel
44195,Poligono Industrial La Paz,44,Teruel
44589,Portellada La,44,Teruel
44392,Poyo El,44,Teruel
44315,Pozuel Del Campo,44,Teruel
44510,Puebla De Hijar La,44,Teruel
44450,Puebla De Valverde La,44,Teruel
44411,Puertomingalvo,44,Teruel
44660,Puigmoreno,44,Teruel
44710,Rillo,44,Teruel
44133,Riodeva,44,Teruel
44310,Rodenas,44,Teruel
44125,Royuela,44,Teruel
44166,Rubielos De La Cerida,44,Teruel
44793,Salcedillo,44,Teruel
44520,Samper De Calanda,44,Teruel
44480,San Agustin,44,Teruel
44390,San Martin Del Rio,44,Teruel
44360,Santa Eulalia,44,Teruel
44460,Sarrion,44,Teruel
44561,Seno,44,Teruel
44712,Son Del Puerto,44,Teruel
44120,Terriente,44,Teruel
44000,Teruel ver Callejero,44,Teruel
44230,Tornos,44,Teruel
44359,Torralba De Los Sisones,44,Teruel
44653,Torre De Arcas,44,Teruel
44597,Torre Del Compte,44,Teruel
44222,Torrecilla Del Rebollar,44,Teruel
44381,Torremocha De Jiloca,44,Teruel
44111,Torres De Albarracin,44,Teruel
44641,Torrevelilla,44,Teruel
44393,Torrijo Del Campo,44,Teruel
44112,Tramacastilla,44,Teruel
44593,Urrea De Gaen,44,Teruel
44760,Utrillas,44,Teruel
44430,Valbona,44,Teruel
44594,Valdealgorfa,44,Teruel
44779,Valdeconejos,44,Teruel
44413,Valdelinares,44,Teruel
44620,Valdeltormo,44,Teruel
44580,Valderrobres,44,Teruel
44595,Valjunquera,44,Teruel
44661,Valmuel,44,Teruel
44494,Villahermosa Del Campo,44,Teruel
44223,Villanueva Del Rebollar,44,Teruel
44311,Villar Del Salz,44,Teruel
44380,Villarquemado,44,Teruel
44144,Villarroya De Los Pinares,44,Teruel
44190,Villaspesa,44,Teruel
44130,Villastar,44,Teruel
44131,Villel,44,Teruel
44591,Vinaceite,44,Teruel
44431,Virgen De La Vega,44,Teruel
44740,Vivel Del Rio,44,Teruel
45292,Aceca,45,Toledo
45110,Ajofrin,45,Toledo
45240,Alameda De La Sagra,45,Toledo
45138,Alares,45,Toledo
45522,Albarreal De Tajo Pueblo,45,Toledo
45695,Alberche Del Caudillo,45,Toledo
45523,Alcabon Pueblo,45,Toledo
45687,AlcaNizo Pueblo,45,Toledo
45662,Alcaudete De La Jara,45,Toledo
45571,Alcolea De Tajo,45,Toledo
45908,Aldea En Cabo,45,Toledo
45661,Aldeanueva De Barbarroya,45,Toledo
45575,Aldeanueva De San Bartolome,45,Toledo
45631,Almendral De La CaNada,45,Toledo
45420,Almonacid De Toledo,45,Toledo
45900,Almorox,45,Toledo
45250,ANover De Tajo,45,Toledo
45182,Arcicollar,45,Toledo
45122,Arges,45,Toledo
45109,Arisgotas,45,Toledo
45525,Barcience Pueblo,45,Toledo
45593,Bargas,45,Toledo
45660,Belvis De La Jara,45,Toledo
45693,Bernuy,45,Toledo
45222,Borox,45,Toledo
45673,Buenasbodas,45,Toledo
45634,Buenaventura,45,Toledo
45112,Burguillos De Toledo,45,Toledo
45521,Burujon Pueblo,45,Toledo
45592,CabaNas De La Sagra,45,Toledo
45312,CabaNas De Yepes,45,Toledo
45890,Cabezamesada,45,Toledo
45909,Calalberche Urbanizacion,45,Toledo
45686,Calera Y Chozas Pueblo,45,Toledo
45589,Caleruela,45,Toledo
45580,Calzada De Oropesa,45,Toledo
45180,Camarena,45,Toledo
45181,Camarenilla,45,Toledo
45578,Campillo De La Jara El,45,Toledo
45720,CamuNas,45,Toledo
45642,Cardiel De Los Montes,45,Toledo
45531,Carmena,45,Toledo
45533,Carpio De Tajo El,45,Toledo
45216,Carranque,45,Toledo
45532,Carriches,45,Toledo
45542,Casar De Escalona El,45,Toledo
45614,Casar De Talavera,45,Toledo
45950,Casarrubios Del Monte,45,Toledo
45124,Casasbuenas,45,Toledo
45126,CastaNar El,45,Toledo
45641,Castillo De Bayuela,45,Toledo
45683,Cazalegas Pueblo,45,Toledo
45680,Cebolla Pueblo,45,Toledo
45214,Cedillo Del Condado,45,Toledo
45682,Cerralbos Los Pueblo,45,Toledo
45637,Cervera De Los Montes,45,Toledo
45960,Chozas De Canales,45,Toledo
45113,Chueca,45,Toledo
45314,Ciruelos,45,Toledo
45291,Cobeja,45,Toledo
45111,Cobisa,45,Toledo
45700,Consuegra,45,Toledo
45569,Corchuela,45,Toledo
45880,Corral De Almaguer,45,Toledo
45544,Domingo Perez,45,Toledo
45311,Dos Barrios,45,Toledo
45540,Erustes,45,Toledo
45910,Escalona,45,Toledo
45517,Escalonilla,45,Toledo
45650,Espinoso Del Rey,45,Toledo
45221,Esquivias,45,Toledo
45574,Estrella La,45,Toledo
45651,Fresneda La,45,Toledo
45510,Fuensalida,45,Toledo
45164,Galvez,45,Toledo
45613,Gamonal,45,Toledo
45643,Garciotun,45,Toledo
45671,Gargantilla,45,Toledo
45518,Gerindote,45,Toledo
45160,Guadamur,45,Toledo
45760,Guardia La,45,Toledo
45664,Herencias Las,45,Toledo
45588,Herreruela De Oropesa,45,Toledo
45645,Hinojosa De San Vicente,45,Toledo
45159,Hontanar,45,Toledo
45919,Hormigos,45,Toledo
45511,Huecas,45,Toledo
45750,Huerta De Valdecarabanos,45,Toledo
45675,Hunfrias Las,45,Toledo
45633,Iglesuela La,45,Toledo
45681,Illan De Vacas Pueblo,45,Toledo
45200,Illescas,45,Toledo
45567,Lagartera,45,Toledo
45730,Lagunas Las,45,Toledo
45123,Layos,45,Toledo
45870,Lillo,45,Toledo
45479,Lituero De Abajo,45,Toledo
45212,Lominchar,45,Toledo
45684,Lucillos Pueblo,45,Toledo
45710,Madridejos,45,Toledo
45590,Magan,45,Toledo
45692,Malpica De Tajo,45,Toledo
45460,Manzaneque,45,Toledo
45515,Maqueda,45,Toledo
45636,Marrupe,45,Toledo
45430,Mascaraque,45,Toledo
45534,Mata La,45,Toledo
45114,Mazarambroz,45,Toledo
45622,Mejorada,45,Toledo
45663,Membrillo El,45,Toledo
45128,Menasalbas,45,Toledo
45930,Mentrida,45,Toledo
45541,Mesegar De Tajo,45,Toledo
45830,Miguel Esteban,45,Toledo
45672,Mina De Sta Quiteria,45,Toledo
45270,Mocejon,45,Toledo
45576,Mohedas De La Jara,45,Toledo
45685,Montearagon Pueblo,45,Toledo
45620,Montesclaros,45,Toledo
45400,Mora,45,Toledo
45190,Nambroca,45,Toledo
45670,Nava De Ricomalillo La,45,Toledo
45150,Navahermosa,45,Toledo
45610,Navalcan,45,Toledo
